,Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
132,Who Will Cry When You Die?,Robin Sharma,4.5,5420.0,469.0,-1,,486.5,when born cried world rejoiced live life way die world cry rejoice ancient sanskrit saying,2
133,Caste: The Lies That Divide Us,Isabel Wilkerson,4.8,992.0,888.0,167,Racism & Discrimination Studies,866.0,brought penguin,1
134,Kyon Se Shuruwat Karein [Start with Why]: Mahaan Leaders Logon Ko Aage Badhne Ke Liye Prerit Kaise Karte Hain [How Great Leaders Inspire People to Move Forward],Simon Sinek,4.5,268.5,836.0,153,Personal Development & Self-Help,652.0,why people organization inventive pioneering successful others and able repeat success,2
135,Lok Vyavhar,Dale Carnegie,4.5,1414.0,668.0,120,Personal Development & Self-Help,588.0,dale carnegie teach make people like win people way thinking change people without causing offense arousing resentment he also emphasizes fundamental technique handling people without making feel manipulated carnegie illustrates point anecdote historical figure leader business world everyday folk,2
136,The Obesity Code: Unlocking the Secrets of Weight Loss,Jason Fung,4.7,7616.0,690.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
137,The Selfish Gene,Richard Dawkins,4.6,1899.0,836.0,262,Biology Books,972.0,richard dawkins brilliant reformulation theory natural selection rare distinction provoked much excitement interest outside scientific community within his theory helped change whole nature study social biology forced thousand rethink belief life,2
138,A Short History of Nearly Everything,William Roberts,4.6,4319.0,797.0,-1,,486.5,featuring special introduction written audiobook edition read author,3
139,The Art of War,Sun Tzu,4.2,9217.0,333.0,86,Analysis & Strategy,67.0,the chapter the art war devoted one aspect warfare compiled chinese military general strategist philosopher in spite battlefield specificity the art war found new life modern age leader field wide world politics human psychology corporate strategy finding valuable insight timeworn word,2
140,Badi Soch Ka Bada Jadu [The Magic of Thinking Big],David Schwartz,4.5,806.0,836.0,275,Personal Development & Self-Help,691.0,badi shoch ka bada jadu hindi translation david schwartz best seller the magic thinking big the author point view thinking big way success thinking positively oneself the main stumbling block prevents many people succeeding life smallness inconsequential nature thought schwartz try prove necessary inherent talent intellectual attaining success need person understand learn habit behaving thinking way reach top his book begin story salesman able sell make money he highly qualified influential smarter friend however decides sell eventually achieves want,2
141,The Great Indian Novel,Shashi Tharoor,4.3,197.0,879.0,148,Literature & Fiction (Books),1120.0,reinventing harder remember,2
142,The Great Gatsby,F. Scott Fitzgerald,4.2,10685.0,501.0,150,Classic Literature,289.0,audie award finalist classic,2
143,Cosmos,Carl Sagan,4.5,969.0,1005.0,90,Astronomy (Audible Audiobooks & Originals),871.0,cosmos one bestselling science book time in prose sagan reveals blue world inhabited life form beginning discover identity venture vast ocean space featuring new introduction sagan collaborator ann druyan new foreword astrophysicist neil degrasse tyson cosmos retraces fourteen billion year cosmic evolution transformed matter consciousness exploring topic origin life human brain egyptian hieroglyphic spacecraft mission death sun evolution galaxy force individual helped shape modern science,2
144,Origin,Dan Brown,4.2,16175.0,1093.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
145,Tiny Habits: The Small Changes That Change Everything,BJ Fogg,4.6,925.0,888.0,206,Personal Development & Self-Help,682.0,brought penguin,1
146,Essence of the Upanishads: A Key to Indian Spirituality,Eknath Easwaran,4.5,52.0,350.0,209,Meditation (Audible Audiobooks & Originals),521.0,the katha upanishad embrace key idea indian mysticism mythic story relate quest young hero nachiketa venture land death search immortality,2
147,Rich Dad's Guide to Investing: What the Rich Invest In That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.5,1323.0,1005.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
148,Marketing 4.0: Moving from Traditional to Digital,Philip Kotler,4.4,381.0,469.0,225,Textbooks & Study Guides,288.0,marketing changed forever come next,2
149,No Excuses!: The Power of Self-Discipline for Success in Your Life,Brian Tracy,4.5,886.0,820.0,127,Analysis & Strategy,411.0,most people think success come good luck enormous talent many successful people achieve accomplishment simpler way brian tracy know firsthand he graduate high school working year laborer realized limited skill limited future but power changed life achieving success sale marketing investing development management consulting he consulted company given motivational speech seminar four million people country written book,2
150,H.G. Wells: The Science Fiction Collection,H. G. Wells,4.5,268.5,1898.0,237,Science Fiction (Books),1635.0,he often called father science fiction now listen well five science fiction novel one definitive collection introduced film director well fanboy eli roth collection feature unabridged recording novel performed hugh bonneville jason isaac sophie okonedo david tennant alexander vlahos,2
151,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoglu,4.5,1326.0,1206.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
152,Land of Seven Rivers,Sanjeev Sanyal,4.5,588.0,879.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
153,Rebecca,Daphne Du Maurier,4.5,2963.0,873.0,559,"Crime, Thriller & Mystery (Books)",886.0,exclusively audible,1
154,Apprenticed to a Himalayan Master: A Yogi's Autobiography,Sri M.,4.6,744.0,836.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
155,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.5,19041.0,10080.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
156,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy,E. L. James,3.8,38310.0,1093.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
157,Chinta Chhodo Sukh Se Jiyo,Dale Carnegie,4.3,171.0,836.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
158,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,4.6,1791.0,879.0,666,Business Careers,528.0,blasting clichéd career advice contrarian pundit creator dilbert recount humorous ups down career revealing outsized role luck life best play system,2
159,How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,4.6,2010.0,683.0,-1,,486.5,from actress comedian youtube sensation lilly singh aka superwoman come definitive guide bawse person exudes confidence reach goal get hurt efficiently smile genuinely fought made side told hilarious bold voice inspired nine million fan using story life illustrate message lilly prof shortcut success,2
160,20 Bedtime Stories For Kids,div.,4.5,268.5,414.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
161,The Best of Akbar - Birbal: Immortal tales of wit and wisdom,Om Books International,4.5,268.5,501.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
162,The Arts of Seduction,Seema Anand,4.2,82.0,668.0,-1,,486.5,the art seduction guide great sex century it seek make largely reduced act instant gratification rather pleasurable experience drawing inspiration kama sutra whose groundbreaking attitude towards sex remain relevant thousand year first composed book delf numerous technique refinement elevate sex altogether different level whether innovative code love message effect applying perfume different part body many different type kissing massage lover foot kind jewellery wear lovemaking accessible sensuous full surprise the art seduction forever change way think love lovemaking,2
163,Das Think Like a Monk-Prinzip: Finde innere Ruhe und Kraft für ein erfülltes und sinnvolles Leben,Jay Shetty,4.5,268.5,703.0,115,Personal Development & Self-Help,694.0,al er gerade frisch von der wirtschaftshochschule kommt wendet sich der gebürtige londoner jay shetty von der welt der anzüge und büros ab rasiert seinen kopf und wird mönch nach drei jahren indien folgt er seinem gefühl nach der eigenen berufung und kehrt zurück um da er gelernt hat auf überzeugende weise aktiv dynamisch unterhaltsam zugänglich mit der welt au der er gekommen war zu teilen e gelingt heute folgen ihm über millionen menschen den sozialen medien,2
164,1962: The War That Wasn't: The Definitive Account of the Clash Between India and China,Shiv Kunal Verma,4.3,172.0,1171.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
165,The Personal MBA: Master the Art of Business,Josh Kaufman,4.5,1502.0,836.0,177,Business Careers,925.0,audie award nominee business educational,2
166,The Monk Who Sold His Ferrari (Hindi): A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin Sharma,4.5,536.0,668.0,-1,,486.5,wisdom create life passion purpose peace,2
167,"The Magic Unicorn: Bedtime Stories for Kids: Short Funny, Fantasy Stories for Children and Toddlers to Help Them Fall Asleep and Relax. Fantastic Stories to Dream about for All Ages. Easy to Read.",Sarah Doll,4.3,32.0,501.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
168,The Da Vinci Code,Dan Brown,4.7,3836.0,1435.0,162,"Crime, Thriller & Mystery (Books)",999.0,a murder silent late night hall louvre reveals sinister plot uncover secret protected clandestine society since day christ the victim agent ancient society moment death manages leave gruesome clue scene cryptographer daughter symbologist friend untangle the duo becomes suspect detective searching murderer also stunning secret charged protect,2
