Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Hooked: How to Build Habit-Forming Products,Nir Eyal,"Note to Audible Listeners: As of December 2019, this version of the Hooked audiobook has been revised and rerecorded to greatly improve audio quality. Please disregard any reviews mentioning poor audio quality prior to December 2019.",4.6,1760.0,501.0,99,Design & Fashion (Books),280.0
Azadi: Freedom. Fascism. Fiction.,Arundhati Roy,Brought to you by Penguin.,3.0,50.0,888.0,73,Political Structure & Processes,374.0
The Law of Success,Napoleon Hill,"The Law of Success was a precursor to Napoleon Hill's Think and Grow Rich. Hill was well known for researching what made millionaires different from the common man. The sixteen lessons in this book perfectly crystallize everything you will need to know to succeed during these hard economic times. Many of today's best known self help books take there core concepts form this book. The Secret, the Power of Positive Thinking, the Millionaire next door, and The Law of Attraction all take their basic premises from this landmark work. Now you can get it from the source. ",4.4,855.0,32.0,220,Business & Economics,1436.0
48 Laws of Power,Robert Greene,"Amoral, cunning, ruthless, and instructive, this piercing work distills 3,000 years of the history of power into 48 well-explicated laws. This bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun Tzu, Carl von Clausewitz, and other infamous strategists. The 48 Laws of Power will fascinate any listener interested in gaining, observing, or defending against ultimate control. ",4.4,2121.0,820.0,140,Political Theory,1386.0
Alibaba: The House That Jack Ma Built,Duncan Clark,An engrossing insider's account of how a teacher built one of the world's most valuable companies - rivaling Walmart and Amazon - and forever reshaped the global economy. ,4.3,593.0,13345.0,131,Internet & Social Media (Books),549.0
The Compound Effect: Multiply Your Success One Simple Step at a Time,Darren Hardy,"The Compound Effect contains the essence of what every super achiever needs to know, practice, and master to obtain extraordinary success. Inside you will hear strategies on:",4.7,3974.0,608.0,93,Business Management,284.0
Asura: Tale of the Vanquished: The Story of Ravana and His People,Anand Neelakantan,The epic tale of victory and defeat,4.2,1039.0,1003.0,157,Hinduism (Books),1097.0
Do Kadam Aur Sahi [Two Steps and Right],Rahat Indori,"Do Kadam Aur Sahi is an excellent compilation of selected poems by the renowned Urdu poet Rahat Indoori. The compiler, Sachin Chaudhary, has named the collection as ‘selected pearls of the ocean’. The magic that flows from the pen of Rahat Indauri gives a different feeling.",4.6,99.0,501.0,122,Poetry (Books),214.0
The Forty Rules of Love,Elif Shafak,"Penguin presents the audiobook edition of The Forty Rules of Love by Elif Shafak, read by George Blagden.",4.6,2361.0,752.0,226,World Literature (Audible Audiobooks & Originals),715.0
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,"Built to Last, the defining management study of the '90s, showed how great companies triumph over time and how long-term sustained performance can be engineered into the DNA of an enterprise from the very beginning. ",4.6,2425.0,15817.0,63,Textbooks & Study Guides,601.0
Satya Ke Sath Mere Prayog [My Experiment with Truth]: Meri Atmakatha [My Autobiography],M. K. Gandhi,"What I want to achieve - what I have been striving and pining to achieve these 30 years - is self-realization, to see God face to face, to attain moksha. ",4.2,154.0,1171.0,296,Biographies & Autobiographies (Books),1374.0
Peppa Pig: Bedtime Stories,Ladybird,Brought to you by Ladybird.,4.7,64.0,342.0,156,Early Learning Audiobooks for Children,67.0
A Clash of Kings: Book 2 of A Song of Ice and Fire,George R. R. Martin,"The complete, unabridged audiobook of A Clash of Kings. ",4.6,6923.0,18149.0,187,Epic Fantasy,2232.0
The Mahabharata Secret,Christopher C. Doyle,244 BC ,4.0,986.0,836.0,184,Fantasy (Books),617.0
"Girl, Woman, Other",Bernardine Evaristo,Brought to you by Penguin. ,4.5,2091.0,888.0,139,Women's Fiction,667.0
Measure What Matters: OKRs: The Simple Idea That Drives 10x Growth,John Doerr,Brought to you by Penguin.,4.5,1348.0,888.0,97,Time Management & Productivity,476.0
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,Brought to you by Penguin. ,4.6,2997.0,888.0,119,Analysis & Strategy,374.0
How to Stop Worrying and Start Living,Dale Carnegie,Learn how to break the worry habit - now and forever!,4.5,5038.0,668.0,126,Personal Development & Self-Help,582.0
Maybe You Should Talk to Someone,Lori Gottlieb,"Ever wonder what your therapist is really thinking? Now you can find out...a hilarious, thought-provoking and surprising new book that takes us behind the scenes of a therapist's world.  ",4.7,3557.0,1328.0,89,Humour (Books),862.0
Flow: Living at the Peak of Your Abilities,Mihaly Csikszentmihalyi Ph.D.,"In flow, everyday experience becomes a moment by moment opportunity for joy and self-fulfillment. Flow is the brain-child of a fascinating psychologist, Mihaly Csikszentmihalyi, a renowned social scientist who has devoted his life's work to the study of what makes people truly happy, satisfied and fulfilled. While much of the study of psychology investigates disorders of the human mind, Dr. Csikszentmihalyi takes a different route. He focuses on the noble side of human nature, our capacity for living a life of integrity, courage, and perseverance. With his landmark research on flow, he reveals what he considers beautiful in life, ways of being and behaving that make people happy, satisfied and delighted to be alive. His insights into the ""flow experience"" show ways to lessen stress, fear and anxiety while increasing feelings of challenge, joy and excitement. The revolutionary findings of Mihaly Csikszentmihalyi's Experience Sampling Method offer unprecedented information about the specific ways we can turn life into a continuous high quality experience. You'll discover how anyone can enrich his or her quality of life simply by learning how flow occurs and what it feels like. You'll learn about the key elements of the flow experience including: ",4.5,268.5,1439.0,180,Personal Development & Self-Help,331.0
Fire and Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R.R. Martin,"Set 300 years before A Game of Thrones, an even greater game began, one that set the skies alight with dragon flame and saw the Seven Kingdoms turned to ash.   ",4.4,3764.0,18149.0,193,Military Fantasy,1584.0
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",Mel Robbins,How to enrich your life and destroy doubt in five seconds. ,4.4,2325.0,668.0,-1,,486.5
What Every BODY Is Saying: An Ex-FBI Agent’s Guide to Speed-Reading People,Joe Navarro,He says that's his best offer. Is it? ,4.5,3401.0,10378.0,165,Business Careers,439.0
The Fountainhead,Ayn Rand,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.2,818.0,1054.0,103,Contemporary Fiction (Books),1922.0
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,"""Indistractable provides a framework that will deliver the focus you need to get results."" (James Clear, author of Atomic Habits)",4.6,673.0,1003.0,169,Business & Economics,315.0
No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,Daniel J. Siegel,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,1789.0,879.0,-1,,486.5
"Untamed: Stop Pleasing, Start Living",Glennon Doyle,Brought to you by Penguin.,4.7,5360.0,888.0,143,Biographies & Autobiographies (Books),502.0
When Breath Becomes Air,Paul Kalanithi,"Tackling the agonizing transition from skilled surgeon to bewildered patient, When Breath Becomes Air is an unflinching account of what it means to be betrayed by the body you devoted your life to understanding. ",4.6,11526.0,615.0,123,Cancer,335.0
Who Will Cry When You Die?,Robin Sharma,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying)  ",4.5,5420.0,469.0,-1,,486.5
Caste: The Lies That Divide Us,Isabel Wilkerson,Brought to you by Penguin.,4.8,992.0,888.0,167,Racism & Discrimination Studies,866.0
Kyon Se Shuruwat Karein [Start with Why]: Mahaan Leaders Logon Ko Aage Badhne Ke Liye Prerit Kaise Karte Hain [How Great Leaders Inspire People to Move Forward],Simon Sinek,"Why are some people and organizations more inventive, pioneering and successful than others? And why are they able to repeat their success again and again?  ",4.5,268.5,836.0,153,Personal Development & Self-Help,652.0
Lok Vyavhar,Dale Carnegie,"Dale Carnegie teaches how you can make people like you, win people over to your way of thinking and change people without causing offense or arousing resentment. He also emphasizes fundamental techniques for handling people without making them feel manipulated. Carnegie illustrates his points with anecdotes of historical figures leaders of the business world and everyday folks.",4.5,1414.0,668.0,120,Personal Development & Self-Help,588.0
